weaponid	weaponfield	name	weaponname	info	Qualitylevel	qualitynumber	Qualityframe	icon	gs	outfitnumber	gem_count	enchant_count	enchant_money_need	enchant_item_need_211	enchant_item_need_212	enchant_item_need_213	enchant_item_need_214	enchant_item_need_215	att	def	hp	hprecover	crit	critdamage	ignoredef	hpabsorb	movespeed	tough	ModelName	local_position	local_euler_angles	local_scale	AttackList	SkillList	WalkAnimName	m_idleAnimName
1309	1	幽魂权杖	蓝色法杖	蓝色法杖	blue	0.051	zb_hover_2	Icon_zb_131	45.6	0.456	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	wp_faZhang_01	-10.4|298.44|0	-90|90|0	300|300|300	att21|att22|att23|att24	baoLie|hanBing|feiDan	wiz_run	wiz_stand
1310	1	虚灵法杖	紫色法杖	紫色法杖	purple	0.050	zb_hover_3	Icon_zb_132	69.2	0.692	3	2	0	2	1	0	0	0	140	0	0	0	0	0	0	0	0	0	wp_faZhang_01	-10.4|298.44|0	-90|90|0	300|300|300	att21|att22|att23|att24	baoLie|hanBing|feiDan|heiDong	wiz_run	wiz_stand
1311	1	虚灵法杖	紫色法杖	紫色法杖	purple	0.050	zb_hover_3	Icon_zb_132	61.4	0.614	2	1	0	1	0	0	0	0	141	0	0	0	0	0	0	0	0	0	wp_faZhang_01	-10.4|298.44|0	-90|90|0	300|300|300	att21|att22|att23|att24	baoLie|hanBing|feiDan|heiDong	wiz_run	wiz_stand
1312	1	虚灵法杖	紫色法杖	紫色法杖	purple	0.051	zb_hover_3	Icon_zb_132	67.6	0.676	1	1	0	1	0	0	0	0	175	0	0	0	0	0	0	0	0	0	wp_faZhang_01	-10.4|298.44|0	-90|90|0	300|300|300	att21|att22|att23|att24	baoLie|hanBing|feiDan|heiDong	wiz_run	wiz_stand
1313	1	虚灵法杖	紫色法杖	紫色法杖	purple	0.049	zb_hover_3	Icon_zb_132	55.6	0.556	3	1	0	1	0	0	0	0	108	0	0	0	0	0	0	0	0	0	wp_faZhang_01	-10.4|298.44|0	-90|90|0	300|300|300	att21|att22|att23|att24	baoLie|hanBing|feiDan	wiz_run	wiz_stand
1314	1	阿哈利姆神杖	金色法杖	金色法杖	gold	0.051	zb_hover_4	Icon_zb_133	67.2	0.672	2	4	0	4	3	2	1	0	180	0	0	0	0	0	0	0	0	0	wp_faZhang_01	-10.4|298.44|0	-90|90|0	300|300|300	att21|att22|att23|att24	baoLie|hanBing|feiDan|heiDong	wiz_run	wiz_stand
1315	1	逐风者的祝福	橙色法杖	橙色法杖	epic	0.051	zb_hover_5	Icon_zb_134	67.2	0.672	3	2	0	2	1	0	0	0	220	0	0	0	0	0	0	0	0	0	wp_faZhang_01	-10.4|298.44|0	-90|90|0	300|300|300	att21|att22|att23|att24	baoLie|hanBing|feiDan|heiDong	wiz_run	wiz_stand
1316	1	幽魂权杖	蓝色法杖	蓝色法杖	blue	0.051	zb_hover_2	Icon_zb_131	39.7	0.397	1	0	0	2	1	0	0	0	220	0	0	0	0	0	0	0	0	0	wp_faZhang_01	-10.4|298.44|0	-90|90|0	300|300|300	att21|att22|att23|att24	leiguangshuLv1|hanBing|feiDan|heiDong	wiz_run	wiz_stand
1401	1	欢欣之刃	白色匕首	白色匕首	white	0.048	zb_hover_1	Icon_zb_030	16.0	0.160	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|yanFan|fanGun	ass_run	ass_stand
1402	1	欢欣之刃	白色匕首	白色匕首	white	0.050	zb_hover_1	Icon_zb_030	31.0	0.310	0	1	0	1	0	0	0	0	70	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|yanFan|fanGun	ass_run	ass_stand
1403	1	欢欣之刃	白色匕首	白色匕首	white	0.049	zb_hover_1	Icon_zb_030	24.2	0.242	1	1	0	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|yanFan|fanGun	ass_run	ass_stand
1404	1	欢欣之刃	白色匕首	白色匕首	white	0.051	zb_hover_1	Icon_zb_030	38.0	0.380	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	jieSha|yanFan	ass_run	ass_stand
1405	1	欢欣之刃	白色匕首	白色匕首	white	0.051	zb_hover_1	Icon_zb_030	41.6	0.416	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	jieSha|fanGun	ass_run	ass_stand
1406	1	夜叉	蓝色匕首	蓝色匕首	blue	0.050	zb_hover_2	Icon_zb_031	32.6	0.326	1	2	0	2	1	0	0	0	64	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	jieSha|yanFan|fanGun	ass_run	ass_stand
1407	1	夜叉	蓝色匕首	蓝色匕首	blue	0.051	zb_hover_2	Icon_zb_031	34.0	0.340	1	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|yanFan	ass_run	ass_stand
1408	1	夜叉	蓝色匕首	蓝色匕首	blue	0.051	zb_hover_2	Icon_zb_031	24.8	0.248	0	1	0	1	0	0	0	0	65	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|fanGun	ass_run	ass_stand
1409	1	夜叉	蓝色匕首	蓝色匕首	blue	0.051	zb_hover_2	Icon_zb_031	40.5	0.405	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|yanFan|fanGun	ass_run	ass_stand
1410	1	散夜对剑	紫色匕首	紫色匕首	purple	0.050	zb_hover_3	Icon_zb_032	52.8	0.528	3	2	0	2	1	0	0	0	112	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	jieSha|yanFan|fanGun	ass_run	ass_stand
1411	1	散夜对剑	紫色匕首	紫色匕首	purple	0.051	zb_hover_3	Icon_zb_032	48.3	0.483	2	1	0	1	0	0	0	0	121	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|yanFan|fanGun	ass_run	ass_stand
1412	1	散夜对剑	紫色匕首	紫色匕首	purple	0.051	zb_hover_3	Icon_zb_032	51.0	0.510	1	1	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|yanFan|fanGun	ass_run	ass_stand
1413	1	散夜对剑	紫色匕首	紫色匕首	purple	0.050	zb_hover_3	Icon_zb_032	46.5	0.465	3	1	0	1	0	0	0	0	99	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|yanFan|fanGun	ass_run	ass_stand
1414	1	嗜血之刃	金色匕首	金色匕首	gold	0.051	zb_hover_4	Icon_zb_033	58.8	0.588	2	4	0	4	3	2	1	0	150	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|yanFan|fanGun	ass_run	ass_stand
1415	1	鱼藏剑	橙色匕首	橙色匕首	epic	0.051	zb_hover_5	Icon_zb_034	62.4	0.624	3	2	0	2	1	0	0	0	200	0	0	0	0	0	0	0	0	0	wp_shuangDao_01|wp_shuangDao_01	-14|126|0	-90|0|0	500|500|500	att31|att32|att33|att34	beiCi|jieSha|yanFan	ass_run	ass_stand
3000	2	破了洞的肩甲	白色刺客肩膀1	白色刺客肩膀1	white	0.047	zb_hover_1	Icon_zb_010	15.0	0.150	1	1	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	null				null	null	null	null
3001	2	破了洞的肩甲	白色刺客肩膀1	白色刺客肩膀1	white	0.052	zb_hover_1	Icon_zb_010	30.9	0.309	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	null				null	null	null	null
3002	2	破了洞的肩甲	白色刺客肩膀1	白色刺客肩膀1	white	0.051	zb_hover_1	Icon_zb_010	32.4	0.324	1	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	null				null	null	null	null
3003	2	破了洞的肩甲	白色刺客肩膀1	白色刺客肩膀1	white	0.051	zb_hover_1	Icon_zb_010	25.8	0.258	0	1	0	1	0	0	0	0	0	76	0	0	0	0	0	0	0	0	null				null	null	null	null
3004	2	破了洞的肩甲	白色刺客肩膀1	白色刺客肩膀1	white	0.052	zb_hover_1	Icon_zb_010	37.2	0.372	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	null				null	null	null	null
3005	2	天蓝肩甲	蓝色刺客肩膀2	蓝色刺客肩膀2	blue	0.050	zb_hover_2	Icon_zb_011	32.8	0.328	2	2	0	2	1	0	0	0	0	65	0	0	0	0	0	0	0	0	null				null	null	null	null
3006	2	天蓝肩甲	蓝色刺客肩膀2	蓝色刺客肩膀2	blue	0.049	zb_hover_2	Icon_zb_011	36.6	0.366	2	1	0	1	0	0	0	0	0	72	0	0	0	0	0	0	0	0	null				null	null	null	null
3007	2	天蓝肩甲	蓝色刺客肩膀2	蓝色刺客肩膀2	blue	0.051	zb_hover_2	Icon_zb_011	42.3	0.423	0	1	0	1	0	0	0	0	0	131	0	0	0	0	0	0	0	0	null				null	null	null	null
3008	2	天蓝肩甲	蓝色刺客肩膀2	蓝色刺客肩膀2	blue	0.051	zb_hover_2	Icon_zb_011	49.8	0.498	1	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	null				null	null	null	null
3009	2	薰衣草做的肩甲	紫色刺客肩膀2	紫色刺客肩膀2	purple	0.049	zb_hover_3	Icon_zb_012	57.0	0.570	3	3	0	3	2	1	0	0	0	100	0	0	0	0	0	0	0	0	null				null	null	null	null
3010	2	薰衣草做的肩甲	紫色刺客肩膀2	紫色刺客肩膀2	purple	0.050	zb_hover_3	Icon_zb_012	55.2	0.552	2	2	0	2	1	0	0	0	0	124	0	0	0	0	0	0	0	0	null				null	null	null	null
3011	2	薰衣草做的肩甲	紫色刺客肩膀2	紫色刺客肩膀2	purple	0.051	zb_hover_3	Icon_zb_012	57.9	0.579	1	2	0	2	1	0	0	0	0	153	0	0	0	0	0	0	0	0	null				null	null	null	null
3012	2	薰衣草做的肩甲	紫色刺客肩膀2	紫色刺客肩膀2	purple	0.051	zb_hover_3	Icon_zb_012	51.3	0.513	0	1	0	1	0	0	0	0	0	161	0	0	0	0	0	0	0	0	null				null	null	null	null
3013	2	镀金肩甲	金色刺客肩膀4	金色刺客肩膀4	gold	0.051	zb_hover_4	Icon_zb_013	53.5	0.536	4	4	0	4	3	2	1	0	0	135	0	0	0	0	0	0	0	0	null				null	null	null	null
3014	2	祖传肩甲	橙色刺客肩膀5	橙色刺客肩膀5	epic	0.051	zb_hover_5	Icon_zb_014	62.8	0.628	5	5	0	5	4	3	2	1	0	199	0	0	0	0	0	0	0	0	null				null	null	null	null
3100	2	破了洞的肩甲	白色法师肩膀1	白色法师肩膀1	white	0.053	zb_hover_1	Icon_zb_110	22.5	0.225	1	1	0	1	0	0	0	0	0	0	180	0	0	0	0	0	0	0	null				null	null	null	null
3101	2	破了洞的肩甲	白色法师肩膀1	白色法师肩膀1	white	0.053	zb_hover_1	Icon_zb_110	21.1	0.211	1	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	null				null	null	null	null
3102	2	破了洞的肩甲	白色法师肩膀1	白色法师肩膀1	white	0.054	zb_hover_1	Icon_zb_110	142.9	1.430	0	0	0	0	0	0	0	0	0	0	1906	0	0	0	0	0	0	0	null				null	null	null	null
3103	2	破了洞的肩甲	白色法师肩膀1	白色法师肩膀1	white	0.054	zb_hover_1	Icon_zb_110	55.6	0.557	0	1	0	1	0	0	0	0	0	0	702	0	0	0	0	0	0	0	null				null	null	null	null
3104	2	破了洞的肩甲	白色法师肩膀1	白色法师肩膀1	white	0.054	zb_hover_1	Icon_zb_110	155.0	1.550	0	0	0	0	0	0	0	0	0	0	2067	0	0	0	0	0	0	0	null				null	null	null	null
3105	2	天蓝肩甲	蓝色法师肩膀2	蓝色法师肩膀2	blue	0.054	zb_hover_2	Icon_zb_111	73.7	0.737	2	2	0	2	1	0	0	0	0	0	742	0	0	0	0	0	0	0	null				null	null	null	null
3106	2	天蓝肩甲	蓝色法师肩膀2	蓝色法师肩膀2	blue	0.054	zb_hover_2	Icon_zb_111	139.7	1.397	1	1	0	1	0	0	0	0	0	0	1743	0	0	0	0	0	0	0	null				null	null	null	null
3107	2	天蓝肩甲	蓝色法师肩膀2	蓝色法师肩膀2	blue	0.054	zb_hover_2	Icon_zb_111	186.2	1.862	0	0	0	0	0	0	0	0	0	0	2483	0	0	0	0	0	0	0	null				null	null	null	null
3108	2	天蓝肩甲	蓝色法师肩膀2	蓝色法师肩膀2	blue	0.054	zb_hover_2	Icon_zb_111	98.0	0.980	2	0	0	0	0	0	0	0	0	0	1147	0	0	0	0	0	0	0	null				null	null	null	null
3109	2	薰衣草做的肩甲	紫色法师肩膀3	紫色法师肩膀3	purple	0.054	zb_hover_3	Icon_zb_112	139.7	1.397	3	3	0	3	2	1	0	0	0	0	1502	0	0	0	0	0	0	0	null				null	null	null	null
3110	2	薰衣草做的肩甲	紫色法师肩膀3	紫色法师肩膀3	purple	0.054	zb_hover_3	Icon_zb_112	166.2	1.662	2	2	0	2	1	0	0	0	0	0	1976	0	0	0	0	0	0	0	null				null	null	null	null
3111	2	薰衣草做的肩甲	紫色法师肩膀3	紫色法师肩膀3	purple	0.054	zb_hover_3	Icon_zb_112	162.3	1.623	1	1	0	1	0	0	0	0	0	0	2044	0	0	0	0	0	0	0	null				null	null	null	null
3112	2	薰衣草做的肩甲	紫色法师肩膀3	紫色法师肩膀3	purple	0.054	zb_hover_3	Icon_zb_112	197.3	1.973	0	0	0	0	0	0	0	0	0	0	2631	0	0	0	0	0	0	0	null				null	null	null	null
3113	2	镀金肩甲	金色法师肩膀4	金色法师肩膀4	gold	0.054	zb_hover_4	Icon_zb_113	119.7	1.197	4	4	0	4	3	2	1	0	0	0	1800	0	0	0	0	0	0	0	null				null	null	null	null
3114	2	祖传肩甲	橙色法师肩膀5	橙色法师肩膀5	epic	0.054	zb_hover_5	Icon_zb_114	162.0	1.620	5	5	0	5	4	3	2	1	0	0	3000	0	0	0	0	0	0	0	null				null	null	null	null
3200	2	破了洞的肩甲	白色战士肩膀1	白色战士肩膀1	white	0.047	zb_hover_1	Icon_zb_210	15.0	0.150	1	1	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	null				null	null	null	null
3201	2	破了洞的肩甲	白色战士肩膀1	白色战士肩膀1	white	0.049	zb_hover_1	Icon_zb_210	21.9	0.219	1	1	0	1	0	0	0	0	0	43	0	0	0	0	0	0	0	0	null				null	null	null	null
3202	2	破了洞的肩甲	白色战士肩膀1	白色战士肩膀1	white	0.051	zb_hover_1	Icon_zb_210	28.5	0.285	1	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	null				null	null	null	null
3203	2	破了洞的肩甲	白色战士肩膀1	白色战士肩膀1	white	0.052	zb_hover_1	Icon_zb_210	29.4	0.294	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	null				null	null	null	null
3204	2	破了洞的肩甲	白色战士肩膀1	白色战士肩膀1	white	0.052	zb_hover_1	Icon_zb_210	37.5	0.375	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	null				null	null	null	null
3205	2	天蓝肩甲	蓝色战士肩膀2	蓝色战士肩膀2	blue	0.049	zb_hover_2	Icon_zb_211	37.5	0.375	2	2	0	2	1	0	0	0	0	65	0	0	0	0	0	0	0	0	null				null	null	null	null
3206	2	天蓝肩甲	蓝色战士肩膀2	蓝色战士肩膀2	blue	0.049	zb_hover_2	Icon_zb_211	36.9	0.369	2	1	0	1	0	0	0	0	0	73	0	0	0	0	0	0	0	0	null				null	null	null	null
3207	2	天蓝肩甲	蓝色战士肩膀2	蓝色战士肩膀2	blue	0.051	zb_hover_2	Icon_zb_211	40.2	0.402	1	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	null				null	null	null	null
3208	2	天蓝肩甲	蓝色战士肩膀2	蓝色战士肩膀2	blue	0.052	zb_hover_2	Icon_zb_211	41.4	0.414	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	null				null	null	null	null
3209	2	薰衣草做的肩甲	紫色战士肩膀3	紫色战士肩膀3	purple	0.049	zb_hover_3	Icon_zb_212	57.0	0.570	3	3	0	3	2	1	0	0	0	100	0	0	0	0	0	0	0	0	null				null	null	null	null
3210	2	薰衣草做的肩甲	紫色战士肩膀3	紫色战士肩膀3	purple	0.050	zb_hover_3	Icon_zb_212	56.1	0.561	2	2	0	2	1	0	0	0	0	127	0	0	0	0	0	0	0	0	null				null	null	null	null
3211	2	薰衣草做的肩甲	紫色战士肩膀3	紫色战士肩膀3	purple	0.051	zb_hover_3	Icon_zb_212	54.3	0.543	1	1	0	1	0	0	0	0	0	151	0	0	0	0	0	0	0	0	null				null	null	null	null
3212	2	薰衣草做的肩甲	紫色战士肩膀3	紫色战士肩膀3	purple	0.052	zb_hover_3	Icon_zb_212	51.9	0.519	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	null				null	null	null	null
3213	2	镀金肩甲	金色战士肩膀4	金色战士肩膀4	gold	0.051	zb_hover_4	Icon_zb_213	53.5	0.536	4	4	0	4	3	2	1	0	0	135	0	0	0	0	0	0	0	0	null				null	null	null	null
3214	2	祖传肩甲	橙色战士肩膀5	橙色战士肩膀5	epic	0.051	zb_hover_5	Icon_zb_214	62.8	0.628	5	5	0	5	4	3	2	1	0	199	0	0	0	0	0	0	0	0	null				null	null	null	null
